id,cliente_id,valor,data_transacao
4433,205,-2.0,2021-07-13T18:08:11.000-03:00
4432,205,-2.0,2021-07-13T18:07:39.000-03:00
4431,689,-5.0,2021-07-13T18:01:13.000-03:00
4430,689,-5.0,2021-07-13T17:58:40.000-03:00
4429,205,-5.0,2021-07-13T17:47:19.000-03:00
4428,689,-2.0,2021-07-13T17:35:53.000-03:00
4427,689,-2.0,2021-07-13T17:29:34.000-03:00
4426,689,-10.0,2021-07-13T17:24:13.000-03:00
4425,702,-2.0,2021-07-13T14:10:06.000-03:00
4423,695,-10.0,2021-07-13T07:11:05.000-03:00
4422,695,-10.0,2021-07-12T21:34:48.000-03:00
4421,689,-2.0,2021-07-12T19:27:47.000-03:00
4420,689,-2.0,2021-07-12T19:21:07.000-03:00
4418,431,-30.0,2021-07-12T18:00:35.000-03:00
4417,689,-3.0,2021-07-12T15:08:26.000-03:00
4416,689,-2.0,2021-07-12T14:59:14.000-03:00
4415,205,-5.0,2021-07-12T14:58:35.000-03:00
4414,205,-2.0,2021-07-12T14:53:23.000-03:00
4413,205,-2.0,2021-07-12T14:51:52.000-03:00
4412,205,-2.0,2021-07-12T14:51:01.000-03:00
4411,205,-4.0,2021-07-12T14:50:29.000-03:00
4410,370,-5.0,2021-07-12T02:54:38.000-03:00
4409,690,-5.0,2021-07-11T19:12:52.000-03:00
4407,689,-5.0,2021-07-11T12:51:28.000-03:00
4406,689,-5.0,2021-07-11T12:50:49.000-03:00
4405,689,-5.0,2021-07-11T12:10:34.000-03:00
4404,689,-4.0,2021-07-11T12:08:34.000-03:00
4403,689,-5.0,2021-07-11T11:59:38.000-03:00
4402,689,-5.0,2021-07-11T11:56:11.000-03:00
4401,689,-50.0,2021-07-11T11:44:06.000-03:00
4400,695,-5.0,2021-07-11T10:52:43.000-03:00
4399,695,-5.0,2021-07-11T10:50:50.000-03:00
4398,689,-5.0,2021-07-11T09:24:33.000-03:00
4397,689,-5.0,2021-07-11T09:23:36.000-03:00
4396,690,-10.0,2021-07-11T08:21:12.000-03:00
4395,690,-10.0,2021-07-11T08:17:04.000-03:00
4394,690,-10.0,2021-07-11T08:14:59.000-03:00
4393,690,-10.0,2021-07-11T08:13:21.000-03:00
4392,690,-10.0,2021-07-11T08:11:49.000-03:00
4391,690,-10.0,2021-07-11T08:10:37.000-03:00
4390,695,-10.0,2021-07-11T00:56:53.000-03:00
4389,695,-20.0,2021-07-11T00:50:04.000-03:00
4388,690,-20.0,2021-07-10T22:32:09.000-03:00
4387,690,-10.0,2021-07-10T20:11:07.000-03:00
4386,690,-10.0,2021-07-10T20:09:29.000-03:00
4384,690,-10.0,2021-07-10T20:06:09.000-03:00
4383,690,-10.0,2021-07-10T20:04:56.000-03:00
4382,690,-20.0,2021-07-10T20:03:23.000-03:00
4381,690,-10.0,2021-07-10T20:01:39.000-03:00
4380,690,-10.0,2021-07-10T19:58:50.000-03:00
7522,732,-3.0,2021-11-05T12:33:26.000-03:00
7521,732,-3.0,2021-11-05T12:33:00.000-03:00
7520,732,-3.0,2021-11-05T12:32:37.000-03:00
7519,732,-2.0,2021-11-05T12:32:14.000-03:00
7518,671,-3.0,2021-11-05T12:27:43.000-03:00
7517,671,-2.0,2021-11-05T12:25:39.000-03:00
7513,671,-5.0,2021-11-05T11:34:58.000-03:00
7512,671,-2.0,2021-11-05T11:31:30.000-03:00
7511,732,-3.0,2021-11-05T10:06:38.000-03:00
7510,671,-2.0,2021-11-05T09:57:25.000-03:00
7509,370,-5.0,2021-11-05T01:21:00.000-03:00
7508,370,-5.0,2021-11-04T23:57:02.000-03:00
7505,732,-2.0,2021-11-04T23:23:02.000-03:00
7504,732,-2.0,2021-11-04T23:22:38.000-03:00
7503,732,-2.0,2021-11-04T23:22:05.000-03:00
7502,732,-2.0,2021-11-04T23:21:34.000-03:00
7501,732,-2.0,2021-11-04T23:20:06.000-03:00
7500,732,-2.0,2021-11-04T23:19:05.000-03:00
7499,732,-2.0,2021-11-04T23:17:18.000-03:00
7498,732,-2.0,2021-11-04T23:16:33.000-03:00
7497,732,-2.0,2021-11-04T23:15:14.000-03:00
7496,732,-2.0,2021-11-04T23:14:14.000-03:00
7495,732,-2.0,2021-11-04T23:13:05.000-03:00
7494,732,-2.0,2021-11-04T23:11:26.000-03:00
7493,732,-2.0,2021-11-04T23:10:39.000-03:00
7491,732,-2.0,2021-11-04T23:09:08.000-03:00
7490,732,-2.0,2021-11-04T23:07:50.000-03:00
7489,732,-3.0,2021-11-04T22:56:24.000-03:00
7488,732,-3.0,2021-11-04T21:35:25.000-03:00
7487,732,-3.0,2021-11-04T20:15:05.000-03:00
7485,671,-5.0,2021-11-04T18:44:00.000-03:00
7484,671,-2.0,2021-11-04T18:43:19.000-03:00
7483,730,-20.0,2021-11-04T16:53:51.000-03:00
7481,431,-50.0,2021-11-04T16:11:26.000-03:00
7480,671,-10.0,2021-11-04T13:04:03.000-03:00
7479,730,-20.0,2021-11-04T13:02:44.000-03:00
7477,730,-3.0,2021-11-04T12:53:03.000-03:00
7476,732,-3.0,2021-11-04T12:15:51.000-03:00
7475,732,-9.0,2021-11-04T12:14:08.000-03:00
7474,732,-9.0,2021-11-04T12:13:38.000-03:00
7473,732,-9.0,2021-11-04T12:12:59.000-03:00
7472,732,-9.0,2021-11-04T12:12:25.000-03:00
7471,732,-9.0,2021-11-04T12:11:53.000-03:00
7469,732,-9.0,2021-11-04T12:11:25.000-03:00
7468,732,-9.0,2021-11-04T12:10:54.000-03:00
7467,732,-9.0,2021-11-04T12:10:24.000-03:00
7466,732,-9.0,2021-11-04T12:10:00.000-03:00
7465,732,-9.0,2021-11-04T12:09:34.000-03:00
7464,732,-3.0,2021-11-04T12:08:46.000-03:00
7463,730,-10.0,2021-11-04T10:59:52.000-03:00
7462,732,-2.0,2021-11-04T10:53:58.000-03:00
7461,732,-3.0,2021-11-04T10:53:40.000-03:00
7460,671,-5.0,2021-11-04T10:37:23.000-03:00
7459,671,-2.0,2021-11-04T08:40:44.000-03:00
7458,671,-23.0,2021-11-04T06:36:35.000-03:00
7456,732,-3.0,2021-11-04T00:30:29.000-03:00
7455,732,-8.0,2021-11-04T00:11:28.000-03:00
7454,732,-8.0,2021-11-04T00:11:03.000-03:00
7453,732,-8.0,2021-11-04T00:10:35.000-03:00
7452,732,-8.0,2021-11-04T00:10:07.000-03:00
7451,732,-8.0,2021-11-04T00:09:35.000-03:00
7450,732,-8.0,2021-11-04T00:08:54.000-03:00
7449,732,-8.0,2021-11-04T00:08:14.000-03:00
7448,732,-8.0,2021-11-04T00:07:39.000-03:00
7447,732,-8.0,2021-11-04T00:06:44.000-03:00
7446,732,-8.0,2021-11-04T00:05:31.000-03:00
7444,732,-3.0,2021-11-03T23:01:22.000-03:00
7443,671,-2.0,2021-11-03T22:52:02.000-03:00
7442,732,-3.0,2021-11-03T21:44:11.000-03:00
7441,671,-50.0,2021-11-03T21:02:30.000-03:00
7440,671,-10.0,2021-11-03T21:00:34.000-03:00
7438,671,-100.0,2021-11-03T20:56:44.000-03:00
7437,671,-2.0,2021-11-03T20:55:30.000-03:00
7436,671,-2.0,2021-11-03T20:12:56.000-03:00
7435,730,-5.0,2021-11-03T19:42:46.000-03:00
7433,671,-5.0,2021-11-03T19:40:01.000-03:00
7432,732,-3.0,2021-11-03T19:25:05.000-03:00
7431,730,-2.0,2021-11-03T19:21:13.000-03:00
7430,671,-10.0,2021-11-03T19:15:38.000-03:00
7429,730,-5.0,2021-11-03T19:10:05.000-03:00
7428,732,-3.0,2021-11-03T17:50:02.000-03:00
7427,732,-15.0,2021-11-03T17:27:02.000-03:00
7426,737,-2.0,2021-11-03T17:04:50.000-03:00
7425,737,-2.0,2021-11-03T17:04:37.000-03:00
7424,737,-2.0,2021-11-03T17:04:09.000-03:00
7423,737,-2.0,2021-11-03T17:03:38.000-03:00
7422,737,-2.0,2021-11-03T17:02:49.000-03:00
7421,671,-10.0,2021-11-03T16:57:12.000-03:00
7420,671,-55.0,2021-11-03T16:51:28.000-03:00
7418,671,-2.0,2021-11-03T16:38:47.000-03:00
7417,671,-10.0,2021-11-03T16:24:38.000-03:00
7416,730,-12.0,2021-11-03T16:20:07.000-03:00
7415,671,-50.0,2021-11-03T16:13:29.000-03:00
7414,671,-2.0,2021-11-03T16:05:13.000-03:00
7413,732,-7.0,2021-11-03T16:02:49.000-03:00
7412,671,-20.0,2021-11-03T15:58:31.000-03:00
7410,730,-10.0,2021-11-03T15:46:18.000-03:00
7409,730,-5.0,2021-11-03T15:42:30.000-03:00
7406,730,-5.0,2021-11-03T15:38:10.000-03:00
7405,730,-5.0,2021-11-03T15:36:22.000-03:00
7404,671,-3.0,2021-11-03T14:40:28.000-03:00
7291,732,-3.0,2021-11-01T14:16:02.000-03:00
7290,732,-3.0,2021-11-01T14:15:22.000-03:00
7289,732,-3.0,2021-11-01T14:14:42.000-03:00
7288,732,-3.0,2021-11-01T14:13:04.000-03:00
7287,732,-3.0,2021-11-01T14:12:22.000-03:00
7286,732,-3.0,2021-11-01T14:12:03.000-03:00
7285,732,-3.0,2021-11-01T14:11:41.000-03:00
7283,671,-5.0,2021-11-01T13:26:32.000-03:00
7282,671,-10.0,2021-11-01T12:24:36.000-03:00
7281,671,-50.0,2021-11-01T11:27:26.000-03:00
7280,671,-5.0,2021-11-01T11:15:19.000-03:00
7279,732,-4.0,2021-11-01T10:52:43.000-03:00
7278,732,-6.0,2021-11-01T10:22:22.000-03:00
7277,732,-10.0,2021-11-01T10:21:46.000-03:00
7275,671,-2.0,2021-11-01T07:22:33.000-03:00
7274,671,-50.0,2021-11-01T07:17:09.000-03:00
7273,732,-24.0,2021-10-31T21:45:03.000-03:00
7272,732,-6.0,2021-10-31T20:34:39.000-03:00
7270,730,-20.0,2021-10-31T19:50:01.000-03:00
7268,730,-3.0,2021-10-31T18:37:34.000-03:00
7266,730,-2.0,2021-10-31T18:34:42.000-03:00
7265,671,-3.0,2021-10-31T18:01:16.000-03:00
7264,671,-2.0,2021-10-31T17:56:19.000-03:00
7262,671,-2.0,2021-10-31T17:54:19.000-03:00
7261,671,-50.0,2021-10-31T17:49:14.000-03:00
7260,671,-5.0,2021-10-31T17:41:37.000-03:00
7259,671,-5.0,2021-10-31T16:29:21.000-03:00
7258,671,-3.0,2021-10-31T16:25:08.000-03:00
7257,671,-5.0,2021-10-31T15:49:51.000-03:00
7256,671,-20.0,2021-10-31T15:32:26.000-03:00
7255,732,-4.0,2021-10-31T15:29:04.000-03:00
7254,732,-3.0,2021-10-31T15:28:02.000-03:00
7253,732,-2.0,2021-10-31T15:27:07.000-03:00
7252,732,-3.0,2021-10-31T15:26:11.000-03:00
7251,732,-3.0,2021-10-31T15:25:17.000-03:00
7250,732,-4.0,2021-10-31T15:24:21.000-03:00
7249,732,-2.0,2021-10-31T15:23:03.000-03:00
7248,732,-2.0,2021-10-31T15:21:52.000-03:00
7247,732,-4.0,2021-10-31T15:20:13.000-03:00
7246,732,-4.0,2021-10-31T15:18:49.000-03:00
7245,732,-4.0,2021-10-31T15:17:03.000-03:00
7244,671,-10.0,2021-10-31T15:17:03.000-03:00
7242,671,-10.0,2021-10-31T12:50:21.000-03:00
7241,732,-2.0,2021-10-31T12:48:38.000-03:00
7240,671,-3.0,2021-10-31T10:27:38.000-03:00
7239,732,-15.0,2021-10-31T08:23:38.000-03:00
7238,671,-2.0,2021-10-31T08:17:27.000-03:00
7237,732,-4.0,2021-10-31T01:01:29.000-03:00
7236,732,-4.0,2021-10-31T00:59:57.000-03:00
7235,732,-4.0,2021-10-31T00:58:11.000-03:00
7234,732,-4.0,2021-10-31T00:57:05.000-03:00
7233,732,-4.0,2021-10-31T00:55:56.000-03:00
7232,732,-4.0,2021-10-31T00:54:57.000-03:00
7231,732,-4.0,2021-10-31T00:53:51.000-03:00
7230,732,-4.0,2021-10-31T00:52:52.000-03:00
7229,732,-4.0,2021-10-31T00:52:03.000-03:00
7228,732,-4.0,2021-10-31T00:51:16.000-03:00
7227,732,-4.0,2021-10-31T00:50:47.000-03:00
7226,732,-4.0,2021-10-31T00:50:16.000-03:00
7225,732,-4.0,2021-10-30T22:58:58.000-03:00
7224,732,-4.0,2021-10-30T22:17:36.000-03:00
7223,671,-5.0,2021-10-30T21:08:51.000-03:00
7221,730,-2.0,2021-10-30T18:59:36.000-03:00
7220,730,-2.0,2021-10-30T18:31:11.000-03:00
7219,730,-5.0,2021-10-30T18:26:12.000-03:00
7218,730,-2.0,2021-10-30T18:13:07.000-03:00
7217,671,-10.0,2021-10-30T17:54:38.000-03:00
7216,671,-2.0,2021-10-30T17:46:15.000-03:00
7215,671,-2.0,2021-10-30T17:43:22.000-03:00
7214,732,-5.0,2021-10-30T17:31:43.000-03:00
7213,732,-30.0,2021-10-30T17:14:34.000-03:00
7211,732,-4.0,2021-10-30T17:08:11.000-03:00
7210,732,-4.0,2021-10-30T17:05:16.000-03:00
7209,732,-5.0,2021-10-30T16:03:01.000-03:00
7208,732,-4.0,2021-10-30T15:56:35.000-03:00
7207,671,-2.0,2021-10-30T15:30:32.000-03:00
7206,671,-3.0,2021-10-30T15:23:13.000-03:00
7205,671,-3.0,2021-10-30T15:18:32.000-03:00
7204,671,-10.0,2021-10-30T15:16:30.000-03:00
7203,671,-2.0,2021-10-30T15:04:55.000-03:00
7202,671,-2.0,2021-10-30T15:01:27.000-03:00
7201,671,-2.0,2021-10-30T14:58:04.000-03:00
7200,732,-5.0,2021-10-30T12:55:50.000-03:00
7199,732,-10.0,2021-10-30T12:53:03.000-03:00
7198,671,-5.0,2021-10-30T12:39:22.000-03:00
7197,730,-20.0,2021-10-30T12:28:42.000-03:00
7196,732,-5.0,2021-10-30T12:28:19.000-03:00
7195,732,-5.0,2021-10-30T11:32:44.000-03:00
7194,74,-20.0,2021-10-30T10:57:32.000-03:00
7193,730,-2.0,2021-10-30T10:46:51.000-03:00
7192,732,-5.0,2021-10-30T09:57:50.000-03:00
7191,732,-5.0,2021-10-30T09:49:56.000-03:00
7190,671,-50.0,2021-10-30T09:45:09.000-03:00
7189,732,-5.0,2021-10-30T08:57:54.000-03:00
7188,671,-5.0,2021-10-30T07:58:32.000-03:00
7187,671,-12.0,2021-10-30T07:12:41.000-03:00
7186,732,-10.0,2021-10-29T22:26:44.000-03:00
7185,732,-4.0,2021-10-29T22:23:29.000-03:00
7184,732,-2.0,2021-10-29T22:21:54.000-03:00
7183,732,-2.0,2021-10-29T22:21:21.000-03:00
7182,732,-2.0,2021-10-29T22:20:42.000-03:00
5994,732,-10.0,2021-09-30T20:20:10.000-03:00
5993,205,-2.0,2021-09-30T18:57:02.000-03:00
5992,211,-10.0,2021-09-30T18:53:41.000-03:00
5990,205,-10.0,2021-09-30T18:49:38.000-03:00
5989,730,-2.0,2021-09-30T18:41:46.000-03:00
5988,730,-5.0,2021-09-30T18:36:34.000-03:00
5987,730,-10.0,2021-09-30T18:30:09.000-03:00
5985,730,-2.0,2021-09-30T18:20:01.000-03:00
5983,730,-10.0,2021-09-30T18:11:34.000-03:00
5982,732,-5.0,2021-09-30T17:55:48.000-03:00
5981,730,-2.0,2021-09-30T17:53:16.000-03:00
5979,205,-2.0,2021-09-30T17:51:31.000-03:00
5978,205,-2.0,2021-09-30T17:50:57.000-03:00
5977,730,-2.0,2021-09-30T17:47:02.000-03:00
5976,730,-2.0,2021-09-30T17:11:21.000-03:00
5975,730,-2.0,2021-09-30T16:29:09.000-03:00
5974,737,-5.0,2021-09-30T16:08:03.000-03:00
5973,737,-5.0,2021-09-30T16:06:53.000-03:00
5972,732,-5.0,2021-09-30T15:30:30.000-03:00
5971,205,-2.0,2021-09-30T14:33:51.000-03:00
5970,695,-5.0,2021-09-30T14:20:14.000-03:00
5969,205,-2.0,2021-09-30T14:08:12.000-03:00
5968,205,-2.0,2021-09-30T14:07:33.000-03:00
5967,205,-2.0,2021-09-30T14:06:49.000-03:00
5966,695,-5.0,2021-09-30T14:06:20.000-03:00
5965,205,-5.0,2021-09-30T13:52:48.000-03:00
5964,205,-2.0,2021-09-30T13:37:17.000-03:00
5963,732,-5.0,2021-09-30T12:03:00.000-03:00
5962,730,-2.0,2021-09-30T11:15:01.000-03:00
5961,730,-5.0,2021-09-30T10:45:06.000-03:00
5960,211,-2.0,2021-09-30T08:31:10.000-03:00
5959,211,-2.0,2021-09-30T08:20:31.000-03:00
5958,211,-2.0,2021-09-30T08:14:28.000-03:00
5957,211,-2.0,2021-09-30T08:10:44.000-03:00
5956,211,-2.0,2021-09-30T08:05:58.000-03:00
5955,370,-5.0,2021-09-30T02:02:12.000-03:00
5954,730,-2.0,2021-09-30T01:04:08.000-03:00
5953,730,-2.0,2021-09-30T00:59:09.000-03:00
5951,205,-10.0,2021-09-30T00:51:10.000-03:00
5949,205,-2.0,2021-09-30T00:42:53.000-03:00
5948,741,-2.0,2021-09-30T00:39:10.000-03:00
5947,741,-2.0,2021-09-30T00:36:59.000-03:00
5946,741,-2.0,2021-09-30T00:34:47.000-03:00
5945,732,-2.0,2021-09-30T00:14:20.000-03:00
5944,732,-2.0,2021-09-30T00:12:51.000-03:00
5943,732,-5.0,2021-09-30T00:03:21.000-03:00
5942,732,-5.0,2021-09-30T00:01:27.000-03:00
5941,732,-180.0,2021-09-29T23:55:49.000-03:00
5938,211,-2.0,2021-09-29T21:25:13.000-03:00
5937,211,-3.0,2021-09-29T21:23:29.000-03:00
5936,211,-5.0,2021-09-29T21:22:26.000-03:00
5934,205,-10.0,2021-09-29T21:19:37.000-03:00
5933,731,-5.0,2021-09-29T20:54:15.000-03:00
5932,211,-2.0,2021-09-29T20:04:45.000-03:00
5930,431,-10.0,2021-09-29T19:46:56.000-03:00
5929,370,-2.0,2021-09-29T18:57:27.000-03:00
5928,741,-5.0,2021-09-29T18:55:48.000-03:00
5927,741,-2.0,2021-09-29T18:53:18.000-03:00
5926,730,-2.0,2021-09-29T18:52:25.000-03:00
5925,741,-2.0,2021-09-29T18:50:22.000-03:00
5924,741,-2.0,2021-09-29T18:49:15.000-03:00
5923,741,-2.0,2021-09-29T18:48:03.000-03:00
5921,730,-60.0,2021-09-29T18:39:21.000-03:00
5919,730,-2.0,2021-09-29T18:16:32.000-03:00
5917,730,-2.0,2021-09-29T18:13:30.000-03:00
5915,730,-10.0,2021-09-29T17:49:08.000-03:00
5914,730,-2.0,2021-09-29T17:37:18.000-03:00
5913,730,-3.0,2021-09-29T17:33:10.000-03:00
5912,205,-2.0,2021-09-29T17:03:19.000-03:00
5911,205,-2.0,2021-09-29T16:59:32.000-03:00
5910,205,-2.0,2021-09-29T16:58:57.000-03:00
5909,205,-2.0,2021-09-29T16:58:17.000-03:00
5908,211,-4.0,2021-09-29T16:42:03.000-03:00
5906,211,-2.0,2021-09-29T16:21:49.000-03:00
5905,211,-2.0,2021-09-29T16:19:28.000-03:00
5904,211,-2.0,2021-09-29T16:18:14.000-03:00
5903,211,-2.0,2021-09-29T16:11:10.000-03:00
5902,211,-2.0,2021-09-29T16:08:57.000-03:00
5900,205,-10.0,2021-09-29T16:05:49.000-03:00
5899,731,-10.0,2021-09-29T15:59:31.000-03:00
5898,730,-2.0,2021-09-29T15:56:02.000-03:00
5897,731,-20.0,2021-09-29T15:52:31.000-03:00
5896,731,-10.0,2021-09-29T15:32:15.000-03:00
5895,205,-2.0,2021-09-29T15:17:43.000-03:00
5894,732,-4.0,2021-09-29T14:04:50.000-03:00
5893,732,-4.0,2021-09-29T14:03:15.000-03:00
5892,732,-4.0,2021-09-29T14:01:55.000-03:00
5890,731,-10.0,2021-09-29T13:45:40.000-03:00
5889,732,-15.0,2021-09-29T13:17:57.000-03:00
5888,732,-5.0,2021-09-29T09:50:56.000-03:00
5886,205,-2.0,2021-09-29T02:21:51.000-03:00
5885,730,-2.0,2021-09-29T01:53:25.000-03:00
5884,211,-3.0,2021-09-29T00:27:20.000-03:00
5883,205,-2.0,2021-09-28T21:08:43.000-03:00
5882,205,-2.0,2021-09-28T21:08:24.000-03:00
5881,205,-2.0,2021-09-28T21:07:33.000-03:00
5880,205,-2.0,2021-09-28T21:06:49.000-03:00
5878,205,-2.0,2021-09-28T19:54:33.000-03:00
5877,205,-2.0,2021-09-28T19:54:19.000-03:00
5876,730,-3.0,2021-09-28T19:07:20.000-03:00
5875,730,-2.0,2021-09-28T19:00:56.000-03:00
6450,730,-2.0,2021-10-12T19:18:35.000-03:00
6449,671,-2.0,2021-10-12T18:51:27.000-03:00
6448,671,-10.0,2021-10-12T18:50:31.000-03:00
6447,732,-100.0,2021-10-12T18:18:25.000-03:00
6445,730,-2.0,2021-10-12T17:58:17.000-03:00
6443,732,-2.0,2021-10-12T17:25:01.000-03:00
6442,732,-2.0,2021-10-12T17:20:53.000-03:00
6440,732,-2.0,2021-10-12T17:18:54.000-03:00
6439,730,-4.0,2021-10-12T17:02:18.000-03:00
6437,730,-5.0,2021-10-12T16:53:44.000-03:00
6436,730,-5.0,2021-10-12T16:44:12.000-03:00
6435,730,-2.0,2021-10-12T16:33:01.000-03:00
6434,730,-2.0,2021-10-12T16:30:12.000-03:00
6433,730,-2.0,2021-10-12T16:17:56.000-03:00
6432,730,-2.0,2021-10-12T15:59:26.000-03:00
6431,730,-2.0,2021-10-12T15:44:22.000-03:00
6429,730,-2.0,2021-10-12T14:43:30.000-03:00
6428,732,-2.0,2021-10-12T13:52:54.000-03:00
6427,732,-2.0,2021-10-12T13:52:28.000-03:00
6426,732,-2.0,2021-10-12T13:52:01.000-03:00
6425,732,-2.0,2021-10-12T13:51:07.000-03:00
6424,732,-2.0,2021-10-12T13:50:07.000-03:00
6423,732,-2.0,2021-10-12T13:48:58.000-03:00
6422,732,-2.0,2021-10-12T13:47:39.000-03:00
6421,732,-2.0,2021-10-12T13:45:43.000-03:00
6420,732,-2.0,2021-10-12T13:44:20.000-03:00
6419,732,-2.0,2021-10-12T13:42:59.000-03:00
6418,732,-2.0,2021-10-12T13:42:00.000-03:00
6417,732,-2.0,2021-10-12T13:41:02.000-03:00
6416,732,-2.0,2021-10-12T13:39:49.000-03:00
6415,732,-2.0,2021-10-12T13:38:45.000-03:00
6414,732,-2.0,2021-10-12T13:37:42.000-03:00
6413,732,-2.0,2021-10-12T13:35:35.000-03:00
6412,732,-2.0,2021-10-12T13:33:58.000-03:00
6410,671,-50.0,2021-10-12T08:51:49.000-03:00
6409,671,-2.0,2021-10-12T08:22:00.000-03:00
6408,732,-2.0,2021-10-12T01:57:49.000-03:00
6407,732,-2.0,2021-10-12T01:57:11.000-03:00
6406,732,-2.0,2021-10-12T01:56:45.000-03:00
6405,732,-2.0,2021-10-12T01:56:05.000-03:00
6404,732,-2.0,2021-10-12T01:55:26.000-03:00
6403,732,-2.0,2021-10-12T01:54:48.000-03:00
6402,732,-2.0,2021-10-12T01:53:17.000-03:00
6401,732,-2.0,2021-10-12T01:51:58.000-03:00
6400,732,-2.0,2021-10-12T01:50:15.000-03:00
6399,732,-2.0,2021-10-12T01:48:09.000-03:00
6397,737,-2.0,2021-10-11T19:49:05.000-03:00
6396,737,-2.0,2021-10-11T19:48:46.000-03:00
6395,730,-2.0,2021-10-11T19:42:50.000-03:00
6394,730,-2.0,2021-10-11T19:20:11.000-03:00
6392,730,-2.0,2021-10-11T18:39:08.000-03:00
6391,730,-2.0,2021-10-11T18:30:04.000-03:00
6390,730,-4.0,2021-10-11T18:23:40.000-03:00
6389,730,-2.0,2021-10-11T18:17:49.000-03:00
6388,730,-2.0,2021-10-11T18:05:10.000-03:00
6387,730,-2.0,2021-10-11T17:54:34.000-03:00
6386,671,-3.0,2021-10-11T15:13:20.000-03:00
6385,737,-5.0,2021-10-11T09:48:22.000-03:00
6383,205,-2.0,2021-10-10T19:12:22.000-03:00
6382,737,-10.0,2021-10-10T18:44:38.000-03:00
6379,737,-2.0,2021-10-10T18:05:28.000-03:00
6378,737,-5.0,2021-10-10T18:04:29.000-03:00
6377,211,-2.0,2021-10-10T16:48:40.000-03:00
6376,211,-2.0,2021-10-10T16:45:28.000-03:00
6375,211,-2.0,2021-10-10T16:44:54.000-03:00
6374,211,-5.0,2021-10-10T16:42:01.000-03:00
6372,205,-10.0,2021-10-10T15:34:45.000-03:00
6371,671,-10.0,2021-10-10T15:30:49.000-03:00
6370,671,-5.0,2021-10-10T14:56:55.000-03:00
6369,732,-2.0,2021-10-10T14:08:38.000-03:00
6368,732,-2.0,2021-10-10T14:08:02.000-03:00
6367,732,-2.0,2021-10-10T14:03:55.000-03:00
6366,732,-2.0,2021-10-10T14:02:46.000-03:00
6365,732,-2.0,2021-10-10T13:59:09.000-03:00
6364,732,-2.0,2021-10-10T13:56:59.000-03:00
6363,732,-2.0,2021-10-10T13:54:21.000-03:00
6362,732,-2.0,2021-10-10T13:53:05.000-03:00
6361,732,-2.0,2021-10-10T13:50:59.000-03:00
6360,671,-20.0,2021-10-10T13:44:11.000-03:00
6359,671,-2.0,2021-10-10T13:40:12.000-03:00
6358,732,-2.0,2021-10-10T13:28:58.000-03:00
6356,671,-10.0,2021-10-10T13:16:18.000-03:00
6355,671,-2.0,2021-10-10T12:56:43.000-03:00
6354,671,-15.0,2021-10-10T12:54:26.000-03:00
6353,737,-5.0,2021-10-10T12:43:41.000-03:00
6352,737,-5.0,2021-10-10T12:43:00.000-03:00
6351,671,-30.0,2021-10-10T12:41:56.000-03:00
6350,671,-5.0,2021-10-10T12:40:28.000-03:00
6349,671,-10.0,2021-10-10T12:35:46.000-03:00
6348,671,-25.0,2021-10-10T08:58:23.000-03:00
6346,671,-50.0,2021-10-09T20:58:22.000-03:00
6345,671,-50.0,2021-10-09T20:51:12.000-03:00
6344,671,-2.0,2021-10-09T18:24:22.000-03:00
6343,671,-2.0,2021-10-09T18:18:41.000-03:00
6342,671,-10.0,2021-10-09T18:07:28.000-03:00
6341,737,-5.0,2021-10-09T18:07:13.000-03:00
6340,737,-2.0,2021-10-09T18:06:31.000-03:00
6339,737,-2.0,2021-10-09T18:06:01.000-03:00
6338,737,-5.0,2021-10-09T18:05:13.000-03:00
6337,671,-10.0,2021-10-09T17:25:11.000-03:00
6336,730,-2.0,2021-10-09T16:17:00.000-03:00
4706,205,-2.0,2021-07-26T01:49:38.000-03:00
4705,205,-2.0,2021-07-25T23:04:48.000-03:00
4704,205,-2.0,2021-07-25T23:03:29.000-03:00
4703,205,-8.0,2021-07-25T22:24:53.000-03:00
4702,205,-2.0,2021-07-25T20:05:05.000-03:00
4701,205,-6.0,2021-07-25T20:02:34.000-03:00
4700,205,-2.0,2021-07-25T19:57:48.000-03:00
4699,205,-2.0,2021-07-25T19:56:58.000-03:00
4698,695,-10.0,2021-07-25T19:38:02.000-03:00
4697,695,-5.0,2021-07-25T19:03:35.000-03:00
4696,205,-2.0,2021-07-25T18:24:02.000-03:00
4694,695,-5.0,2021-07-25T16:42:18.000-03:00
4693,695,-5.0,2021-07-25T16:37:41.000-03:00
4692,695,-5.0,2021-07-25T15:58:46.000-03:00
4691,695,-5.0,2021-07-25T15:57:48.000-03:00
4690,695,-10.0,2021-07-25T15:56:25.000-03:00
4689,695,-10.0,2021-07-25T15:55:06.000-03:00
4688,695,-10.0,2021-07-25T15:47:26.000-03:00
4687,205,-2.0,2021-07-25T15:30:27.000-03:00
4686,205,-2.0,2021-07-25T15:30:01.000-03:00
4685,205,-2.0,2021-07-25T15:29:43.000-03:00
4684,695,-5.0,2021-07-25T13:41:17.000-03:00
4682,431,-70.0,2021-07-25T11:49:26.000-03:00
4681,205,-2.0,2021-07-25T09:25:48.000-03:00
4680,205,-2.0,2021-07-25T09:25:34.000-03:00
4679,205,-10.0,2021-07-25T09:21:23.000-03:00
4678,205,-20.0,2021-07-25T09:20:28.000-03:00
4677,205,-10.0,2021-07-25T09:17:57.000-03:00
